landuse,textabbr_fingprob,text_fingprob,calccarb_hcl,som_elmntprc,ph_cacl2,lime_requirement,p_calmg100g,k_calmg100g,mg_catmgkg,b_catmgkg,mn_catmgkg,cu_catmgkg,zn_catmgkg,clay,silt,sand
Vineyards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.6,6.7,0,25,27,36,0.81,75,406,36,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.1,7.3,0,26,15,29,0.71,27,60,26,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.4,7.3,0,21,22,19,0.42,18,15,11,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.1,5.7,5,21,21,22,0.78,83,10,8,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,6.7,6.4,0,24,18,16,1.06,92,163,21,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.2,6.5,0,31,26,17,0.86,66,25,15,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5,7,0,40,38,27,1.56,43,10,24,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5,7,0,64,24,27,1,25,19,24,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.7,7.1,0,16,8,53,1.28,63,15,11,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,2.8,6.2,0,20,14,12,0.76,62,8,14,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.6,5.6,10,46,28,15,0.7,45,22,22,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.6,5.6,10,39,20,16,0.61,54,19,14,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,3.6,7.4,0,10,12,26,0.72,13,30,8,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,4.5,6.6,0,24,16,21,1.47,93,26,23,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.7,6.5,0,18,19,23,0.95,84,12,31,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,3.8,5.2,35,51,20,13,0.43,32,6,5,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.8,6.3,0,36,18,18,1.17,55,10,21,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.1,6.9,0,26,10,46,1.48,98,20,22,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.8,6.7,0,57,52,26,2.05,54,17,42,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.7,7,0,39,25,19,0.71,23,33,35,10,25,65
Orchards,Slu,Schluffig-lehmiger Sand,low_medium_carbonate,4.3,6.6,0,27,31,27,1.8,125,14,18,12.5,45,42.5
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,3,7.2,0,10,6,22,0.87,43,8,6,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.6,6.5,0,38,20,30,1.01,50,10,8,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.4,5.6,10,59,30,24,0.91,148,24,27,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,very_high_carbonate,3.4,7.4,0,36,23,26,1.02,18,52,12,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.3,6.3,0,22,8,13,0.62,58,14,13,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.1,5.7,5,40,21,13,0.9,119,17,32,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.5,6.6,0,94,16,21,0.83,17,15,27,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,6.5,6.4,0,47,24,21,0.98,69,98,28,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.4,5.5,15,33,28,11,1.05,106,12,13,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.8,6.9,0,39,33,38,1.92,43,12,16,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,9.7,6.2,0,51,36,17,1.14,57,231,63,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.1,5.8,0,22,21,13,0.57,53,12,10,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.9,6.4,0,25,7,18,0.8,81,17,11,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.6,6.5,0,10,7,16,0.74,73,12,6,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.9,6.7,0,21,26,19,1.03,73,19,10,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,12.5,7,0,42,35,52,1.13,15,17,23,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.6,7.4,0,35,17,33,1.26,12,27,13,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.4,7.3,0,14,22,26,0.5,8,14,10,6.5,17.5,76
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,7.1,7.2,0,19,22,31,0.73,8,41,20,21,35,44
Orchards,Sl3,Mittel lehmiger Sand,very_high_carbonate,2.4,7.2,0,26,18,13,0.37,18,28,22,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,4.1,7.2,0,8,19,36,1.09,75,76,43,6.5,17.5,76
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,5.3,7.3,0,36,19,56,0.84,12,25,33,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,high_carbonate,4.5,7.4,0,14,30,31,0.58,11,12,3,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3,6.7,0,21,13,16,0.66,100,17,10,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5,6.7,0,33,14,22,0.69,48,18,16,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,4.8,7.2,0,35,28,34,1.27,20,14,21,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,4.1,6.3,0,18,10,19,0.81,95,16,18,6.5,17.5,76
Orchards,Us,Sandiger Schluff,no_free_carbonate,3.4,5.8,9,9,8,14,0.5,99,14,14,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,4.2,7.3,0,31,27,19,0.68,15,12,12,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,3.7,6.6,0,35,23,16,1.01,96,28,27,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.3,6.7,0,46,20,19,1.22,62,14,28,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.2,7.2,0,20,31,32,1.12,24,53,18,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.7,5.4,20,50,45,15,0.79,80,16,22,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,3,6.5,0,11,4,20,0.76,53,13,8,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.2,6.6,0,19,17,19,0.58,86,16,7,10,25,65
Vineyards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.8,6.7,0,33,22,39,1.08,104,760,80,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.7,6.2,0,26,33,13,0.54,78,18,18,4,65,31
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,5.3,6.6,0,29,20,22,1.22,65,19,17,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.6,6.5,0,43,29,26,1.26,66,24,37,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.6,7.1,0,38,40,26,1.56,52,13,12,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.8,6.9,0,32,28,35,1.82,84,13,17,10,25,65
Vineyards,Sl2,Schwach lehmiger Sand,high_carbonate,3.9,7.3,0,26,23,25,0.69,14,187,21,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,2.7,7.1,0,7,7,22,0.51,82,14,5,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.8,6.6,0,25,50,16,0.89,102,17,14,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.4,6.5,0,28,16,22,0.85,96,13,9,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.6,6.6,0,54,39,16,1.04,42,13,24,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.7,6,0,44,44,13,1.33,122,19,18,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,3,6.3,0,10,8,16,0.64,81,9,3,4,65,31
Orchards,Us,Sandiger Schluff,no_free_carbonate,3.1,6,0,30,11,12,0.67,82,17,14,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.3,7,0,53,14,39,1.38,22,14,24,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.1,6.6,0,28,21,17,0.78,102,158,57,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.6,6.2,0,39,22,17,0.8,46,11,10,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.8,6.1,0,26,9,16,0.63,64,15,12,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.9,7,0,34,6,14,0.32,10,12,13,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.1,5.7,5,35,30,13,0.79,82,20,23,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.7,6.5,0,49,32,15,1.28,71,10,10,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.2,5.9,0,29,26,11,0.84,113,14,23,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,3.1,7.4,0,27,13,18,0.56,17,31,13,4,65,31
Vineyards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.6,7,0,20,12,51,0.7,203,347,43,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,5.1,6.6,0,33,16,23,1.29,58,16,20,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,2.3,7.6,0,12,15,25,0.65,41,15,8,4,65,31
Orchards,Sl4,Stark lehmiger Sand,high_carbonate,3.5,7.1,0,79,29,23,1.07,16,107,27,21,22.5,56.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.3,7.2,0,26,18,15,0.58,40,39,15,4,32.5,63.5
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,3.5,7.1,0,30,28,40,1.17,32,24,13,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.2,6.3,0,25,28,29,1.05,126,91,35,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.5,7.3,0,18,13,13,0.57,18,27,12,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.1,7.2,0,38,20,17,0.65,18,56,14,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.3,7.3,0,27,16,17,0.73,19,30,14,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,2.2,7.2,0,25,30,34,0.84,38,16,13,4,65,31
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,4,7.2,0,24,16,20,0.47,21,12,20,4,32.5,63.5
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,6,7.3,0,34,33,25,0.67,12,191,29,21,35,44
Orchards,Ut3,Mittel toniger Schluff,low_medium_carbonate,5,7,0,17,14,47,1.04,18,70,15,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.4,4.4,70,48,43,11,0.17,61,22,16,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3,7.1,0,38,17,24,0.63,38,110,27,6.5,17.5,76
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,5.4,7.2,0,37,34,38,0.7,9,67,28,14.4,75.3,10.3
Orchards,Sl2,Schwach lehmiger Sand,very_high_carbonate,2.9,7,0,69,34,23,0.63,15,33,39,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.6,6.8,0,55,38,29,1.65,54,12,25,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.2,6.6,0,43,50,37,2.27,82,11,25,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.2,5.1,35,28,36,16,0.29,93,9,22,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.7,5.8,0,11,7,22,0.54,90,13,56,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.4,7.3,0,16,21,25,0.42,33,20,7,4,32.5,63.5
Orchards,Slu,Schluffig-lehmiger Sand,high_carbonate,6.4,7.1,0,51,51,68,1.6,14,156,103,12.5,45,42.5
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,2.6,7.3,0,9,17,25,0.62,22,22,7,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,high_carbonate,3.8,7.3,0,22,14,23,0.79,30,31,15,4,65,31
Vineyards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.9,7.1,0,38,20,46,0.89,123,346,32,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,2.5,7.3,0,21,15,19,0.58,21,44,16,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,5,7,0,60,33,32,1.01,17,22,22,4,65,31
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.7,7.4,0,10,20,19,0.41,17,9,5,4,32.5,63.5
Orchards,Slu,Schluffig-lehmiger Sand,high_carbonate,14.2,6.9,0,29,33,46,2.5,14,12,15,12.5,45,42.5
Orchards,Us,Sandiger Schluff,high_carbonate,3.7,7.4,0,11,11,26,0.7,24,34,9,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,2.9,7.3,0,12,15,20,0.63,22,19,20,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.3,7.3,0,33,19,14,0.49,15,84,19,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.8,6.1,0,42,13,16,0.81,73,17,23,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.3,5.7,13,33,37,14,0.39,66,8,12,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.7,6.2,0,11,5,23,0.69,74,12,9,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,6,5.9,0,19,7,18,0.66,65,11,9,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.7,7.2,0,40,17,23,0.72,18,176,23,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,5.4,7,0,21,7,23,0.98,26,26,26,6.5,17.5,76
Orchards,Slu,Schluffig-lehmiger Sand,high_carbonate,7.8,7.2,0,48,28,36,0.96,9,61,24,12.5,45,42.5
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.2,5.9,0,24,14,16,0.61,76,17,18,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.7,7,0,32,22,29,1.09,67,21,24,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,3.9,7.8,0,44,22,12,0.36,32,18,18,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.2,6.4,0,10,22,19,1.44,92,9,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.7,6.4,0,35,22,17,0.65,61,19,15,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.9,7.1,0,37,15,22,0.54,44,11,8,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.2,5.4,20,50,25,9,0.21,16,18,5,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,8.4,6.6,0,64,26,17,1.02,49,11,27,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.4,6.5,0,21,15,18,0.95,90,14,19,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.8,7,0,50,20,18,0.42,16,45,21,4,32.5,63.5
Orchards,Us,Sandiger Schluff,high_carbonate,2.6,7.4,0,13,15,21,0.3,14,9,8,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.8,6.9,0,52,27,31,1.1,30,14,26,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.1,6.7,0,27,27,26,1.63,99,11,19,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.5,6.9,0,40,27,23,1.82,70,14,17,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.4,6.9,0,26,23,25,1.75,84,13,16,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.6,6.7,0,12,9,22,0.74,45,9,3,4,65,31
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.1,7.2,0,21,16,16,0.55,19,10,14,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.7,6.5,0,12,10,24,0.64,76,9,10,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.7,6.3,0,19,11,24,0.59,51,7,9,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,5.7,7,0,23,15,27,0.8,13,9,15,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.8,6.2,0,35,13,18,0.69,50,17,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,very_high_carbonate,3,7.4,0,16,14,18,0.49,22,21,9,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.5,6.8,0,44,65,22,1.51,40,16,29,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.8,6.4,0,23,25,21,0.82,60,9,16,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.6,6.9,0,40,28,31,0.91,43,188,40,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.8,7,0,40,50,28,1.3,64,20,18,4,65,31
Orchards,Slu,Schluffig-lehmiger Sand,high_carbonate,3.6,7.3,0,22,18,23,0.43,18,19,12,12.5,45,42.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.4,7.1,0,7,11,42,0.79,32,52,10,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,4.1,7.2,0,21,11,19,0.45,15,20,12,6.5,17.5,76
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,8.8,7.2,0,16,9,21,0.62,9,15,17,14.4,75.3,10.3
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1,7.4,0,15,11,12,0.05,16,17,5,4,32.5,63.5
Orchards,Lu,Schluffiger Lehm,high_carbonate,5.1,7.4,0,19,54,29,0.89,15,44,23,23.5,57.5,19
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.5,6,0,34,21,15,0.28,106,88,24,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,2.2,6.2,0,16,10,11,0.38,58,14,9,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.1,6.6,0,25,11,16,0.6,60,14,8,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.7,6.5,0,30,28,19,0.76,77,175,23,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.7,5.5,15,49,48,18,1.22,93,28,57,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.8,6.2,0,45,10,24,0.95,101,20,26,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.4,6.1,0,15,8,23,1,76,11,30,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.9,6.4,0,23,26,21,1.4,89,144,21,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.1,6.1,0,15,15,17,0.54,88,19,11,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,no_free_carbonate,3.4,5.6,0,13,18,16,0.37,107,20,5,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.2,6.9,0,46,28,36,1.83,24,13,28,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.6,7.1,0,35,19,24,1.37,21,16,19,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.2,7.2,0,33,9,18,0.51,18,90,21,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5,6.9,0,11,14,33,1.6,87,14,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,3.5,6.3,0,1.5,4,19,0.65,49,6,2,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,4.8,6.5,0,21,18,17,1.05,146,251,19,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.2,6.5,0,34,30,13,1.23,47,9,17,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.9,6.9,0,56,27,33,1.53,48,20,26,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.4,7.4,0,19,33,22,0.7,12,22,12,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.7,7.3,0,29,28,25,0.53,10,13,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.5,6.9,0,66,25,35,1.13,18,15,46,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,2.4,6.6,0,17,9,10,0.34,34,6,7,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.1,6.9,0,20,13,18,0.97,57,17,14,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,very_high_carbonate,4,7.2,0,9,19,17,0.49,25,31,10,6.5,17.5,76
Orchards,Us,Sandiger Schluff,no_free_carbonate,2.7,5.5,22,18,15,12,0.37,128,13,20,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.2,6,0,35,21,21,0.57,47,10,19,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,9.4,6.3,0,25,26,25,0.98,99,273,63,10,25,65
Orchards,Ut3,Mittel toniger Schluff,low_medium_carbonate,3.6,7.1,0,38,24,46,1.56,48,53,30,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5,5.9,0,33,39,20,1.14,109,17,22,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.6,6.7,0,35,33,20,1.16,43,22,33,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.5,6.7,0,11,13,21,1.39,77,14,13,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,4.6,7.2,0,47,28,29,0.99,31,46,31,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.6,7.1,0,27,23,21,0.61,33,65,18,10,25,65
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,3.7,7.3,0,41,28,25,0.48,18,70,16,21,35,44
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,2.3,7.6,0,12,10,24,0.27,21,23,4,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,high_carbonate,2.5,7.3,0,15,18,29,0.86,58,34,10,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.2,7.4,0,17,18,33,0.74,15,9,4,10,25,65
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,3.4,7.5,0,23,24,29,0.68,15,18,5,21,35,44
Orchards,Ut3,Mittel toniger Schluff,very_high_carbonate,8.3,7.2,0,26,18,31,1.32,21,39,19,14.4,75.3,10.3
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.6,7.2,0,29,24,23,0.7,22,66,20,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,4,7.1,0,61,31,30,0.81,27,133,34,6.5,17.5,76
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,4.1,7.5,0,89,16,27,0.92,19,94,30,6.5,17.5,76
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,3.6,7.3,0,5,9,46,0.95,16,51,6,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.6,7.7,0,14,17,35,0.71,18,16,7,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.2,5.1,35,39,26,12,0.64,71,14,8,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.8,6.1,0,45,30,12,0.78,70,18,14,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3,6.4,0,23,20,18,0.46,75,8,7,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.1,6.3,0,31,34,21,1.04,159,19,28,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,2.7,6.5,0,37,12,15,0.85,101,13,12,4,65,31
Orchards,Us,Sandiger Schluff,low_medium_carbonate,2.7,6.4,0,19,7,13,0.62,92,15,8,4,65,31
Orchards,Su3,Mittel schluffiger Sand,no_free_carbonate,2.2,6.3,0,12,1.5,13,0.4,86,14,10,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.5,6.7,0,34,17,16,0.61,89,160,36,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5,7.1,0,33,13,40,0.93,32,13,12,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5,6.7,0,47,33,36,1.66,61,14,27,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.5,7,0,35,16,28,1.48,48,15,30,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.6,6.3,0,20,16,17,0.66,54,8,6,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,5.1,7.4,0,9,20,32,0.92,19,43,4,4,65,31
Orchards,Ut3,Mittel toniger Schluff,low_medium_carbonate,4,6.9,0,7,15,36,1.15,156,21,6,14.4,75.3,10.3
Orchards,Ut3,Mittel toniger Schluff,low_medium_carbonate,5.1,7,0,13,18,43,1.47,160,17,6,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.5,7.3,0,23,30,62,1.41,112,248,34,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,3.8,7.5,0,11,16,31,1.19,59,36,10,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.1,5.9,0,24,38,18,1.14,90,17,23,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6,5.6,10,24,18,22,0.7,51,8,7,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,4.5,6.9,0,51,20,30,1.28,12,7,24,6.5,17.5,76
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.2,7,0,51,45,43,1.53,35,265,34,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.1,7.2,0,32,18,16,0.4,19,30,7,10,25,65
